# gene_name         0h    12h    24h    48h    96h 
CLDN6             12.4    5.8    2.8    0.4    0.0 
TNFRSF12A          8.5    2.3    0.6    0.0    0.0 
HCFC1R1           30.6   37.0   44.5   50.1   31.9 
THOC6             25.2   27.9   28.9   25.0   12.1 
BICDL2            41.2   32.7   24.3   10.3    1.3 
MMP25             20.4   18.9   18.2   12.1    3.0 
IL32              33.5   24.0   13.8    4.9    0.3 
ZSCAN10           12.9    6.3    2.9    0.5    0.0 
ZNF205             7.4    3.5    1.9    0.3    0.0 
ZNF213           408.9  574.3  880.1 1395.3 2347.1 
OR1F1             36.7   21.2   11.2    3.5    0.1 
ZNF200            13.8    9.1    5.1    1.6    0.1 
MEFV              11.1    6.4    3.5    0.7    0.0 
ZNF263             4.0    0.9    0.2    0.0    0.0 
TIGD7             33.1   25.8   22.7   12.7    2.9 
ZNF75A           114.6  102.1   71.8   38.4    4.5 
OR2C1              9.7    3.3    1.0    0.1    0.0 
LA16c-306E5.2     23.1   23.3   20.3   13.1    2.9 
MTRNR2L4          27.2   25.6   21.3   12.7    3.0 
ZSCAN32          193.3  326.3  565.6  932.2 2144.8 
ZNF174            29.8   29.2   25.8   18.6    4.8 
ZNF597            10.6   10.7    8.9    7.4    2.5 
NAA60              8.6    2.5    0.6    0.0    0.0 
C16orf90          11.9    8.1    5.1    1.3    0.1 
CLUAP1             9.4    5.4    2.5    0.5    0.0 
NLRC3             18.4   21.5   20.2   16.5    5.7 
SLX4              87.1   85.4   85.5   62.3   23.0 
DNASE1             2.6    2.3    1.8    0.8    0.1 
TRAP1             11.3   13.5   17.4   18.1   12.9 
CREBBP            15.5   25.1   34.6   55.1   80.5 
ADCY9             26.2   16.3    8.5    1.7    0.0 
SRL               15.6   14.2    9.5    4.3    0.6 
TFAP4             54.2   33.3   17.2    4.1    0.2 
GLIS2              7.3    6.0    4.3    1.8    0.2 
PAM16            108.3  140.4  151.1  154.9   73.5 
CORO7-PAM16       39.5   40.2   26.6   13.9    2.2 
CORO7             34.9   44.8   46.7   37.4   17.1 
VASN               5.2    4.0    2.8    1.2    0.2 
DNAJA3             4.8    3.8    2.6    1.1    0.1 
NMRAL1            16.0    4.6    1.0    0.1    0.0 
HMOX2             22.9   11.0    4.8    0.7    0.0 
CDIP1             42.8   36.7   30.7   19.5    3.4 
C16orf96           3.9    0.8    0.1    0.0    0.0 
UBALD1            23.8    2.7    0.3    0.0    0.0 
MGRN1            170.4  192.6  172.1  145.1   43.3 
NUDT16L1          18.6    7.7    2.6    0.3    0.0 
ANKS3             22.0   26.2   31.3   25.6   14.8 
C16orf71          29.5   32.7   36.8   32.0   15.8 
ZNF500            81.5  102.2  110.9   95.7   66.5 
12-Sep            28.3   29.9   29.6   24.6    8.5 
SMIM22            35.3   18.5    8.4    1.3    0.0 
ROGDI             40.6   37.6   30.5   17.4    3.4 
GLYR1              9.5    4.6    2.3    0.4    0.0 
UBN1              57.6   52.8   44.0   25.4    5.9 
PPL               54.7   51.3   41.4   19.3    3.3 
SEC14L5            4.7    2.8    1.5    0.3    0.0 
NAGPA             50.3   47.6   38.9   20.7    3.8 
ALG1               6.7    7.9    7.4    5.8    2.2 
C16orf89          27.1   27.4   26.4   19.8    7.0 
EEF2KMT           16.6   13.1    9.7    3.7    0.5 
RBFOX1           175.2  191.9  191.7  139.1   50.0 
TMEM114            2.1    1.0    0.5    0.1    0.0 
METTL22           39.5   62.6   69.5  100.7  110.7 
ABAT              53.2   74.2   85.7  117.0  121.2 
TMEM186            8.2    4.7    2.9    0.6    0.0 
PMM2              34.6   33.5   36.8   24.4    7.5 
CARHSP1           72.5   69.2   79.1   56.8   21.2 
RP11-77H9.1       39.4   48.6   62.4   72.0   55.0 
USP7               3.3    2.2    1.4    0.4    0.0 
C16orf72         335.0  450.0  444.9  434.5  275.4 
GRIN2A            12.2   15.4   16.7   20.3   17.9 
ATF7IP2            6.0    3.3    1.6    0.3    0.0 
EMP2             214.9  283.4  276.8  265.1  149.9 
TEKT5             29.6    7.9    1.5    0.1    0.0 
NUBP1             58.3   23.6    6.6    0.5    0.0 
TVP23A             5.9    3.9    2.5    0.7    0.0 
CIITA            104.3   82.1   53.3   17.7    1.2 
DEXI              58.8   31.5   18.1    3.8    0.1 
CLEC16A            6.3    2.2    0.7    0.1    0.0 
RMI2               4.5    1.4    0.3    0.0    0.0 
SOCS1             84.7  132.0  208.6  347.7  662.2 
TNP2              24.2    5.5    1.1    0.0    0.0 
PRM3              72.3   50.5   35.1   12.8    1.0 
PRM2               7.8    4.5    2.4    0.5    0.0 
PRM1             137.3  104.2   66.6   22.3    1.7 
AC009121.1        16.7    7.1    2.6    0.3    0.0 
CTD-3088G3.8      19.1    3.0    0.4    0.0    0.0 
LITAF              7.9    2.1    0.5    0.0    0.0 
SNN              272.9  379.6  485.6  786.1  935.0 
TXNDC11           15.7   16.6   17.7   15.1    5.0 
ZC3H7A            15.0    8.5    5.2    1.3    0.0 
RSL1D1             5.9    0.9    0.1    0.0    0.0 
GSPT1            104.2  172.6  214.0  332.8  444.7 
RP11-166B2.1      30.4   31.2   31.6   22.9    6.6 
TNFRSF17          16.8   17.2   17.9   13.1    3.7 
SNX29             12.4   15.6   18.7   19.7   13.2 
CPPED1             7.1    5.0    2.8    0.8    0.0 
SHISA9            36.4   32.3   23.6    9.2    0.9 
ERCC4              6.4    6.9    6.1    4.1    1.1 
MKL2              66.9   86.5   90.4   82.9   43.7 
PARN              10.8    6.7    3.2    0.6    0.0 
BFAR               5.6    1.5    0.4    0.0    0.0 
PLA2G10           17.9   24.4   28.7   28.7   18.5 
NPIPA3            34.7   32.0   28.6   15.6    3.5 
NPIPA2            34.0   37.5   43.7   44.3   23.2 
NOMO1            122.3  124.4  119.8   97.2   37.7 
NPIPA1            13.6   17.0   21.9   19.3   14.2 
PDXDC1            41.5   31.7   23.1    8.5    0.9 
NTAN1             97.0  112.9  117.3  112.4   68.4 
RRN3              16.4    6.5    2.4    0.3    0.0 
NPIPA5            39.4   28.4   18.4    7.6    0.7 
MPV17L            12.5    5.0    1.8    0.2    0.0 
RP11-1021N1.1     21.8   18.9   15.4    8.0    1.2 
C16orf45          10.1    8.8    6.2    2.4    0.3 
KIAA0430          42.9   48.7   56.9   52.2   23.5 
NDE1              16.0    9.1    5.4    1.2    0.0 
MYH11             17.8   15.4   13.5    8.2    1.9 
FOPNL             98.0   99.6  108.0   91.5   32.9 
ABCC1             31.3   14.5    5.7    0.6    0.0 
ABCC6             48.8   52.3   52.3   36.3   11.7 
NOMO3             22.8   20.7   16.7    9.3    1.5 
AC138969.4        12.6    7.4    4.1    0.9    0.0 
NPIPA7            27.9   18.9    9.5    2.3    0.1 
XYLT1              5.1    3.9    2.7    1.1    0.1 
NPIPA8            22.9   24.5   25.6   19.5    7.6 
RP11-1212A22.4    30.5   38.5   49.6   55.6   49.1 
NOMO2             74.3   54.6   45.6   19.3    2.4 
RPS15A            48.6   53.5   48.6   35.6   11.3 
RP11-1035H13.3    43.2   38.1   25.0    9.9    0.8 
ARL6IP1           68.3   44.4   24.3    5.3    0.2 
SMG1              66.2   89.2  104.5   94.1   59.0 
TMC7              47.5   42.0   31.3   12.8    1.5 
COQ7              14.4    9.0    5.7    1.6    0.1 
ITPRIPL2         371.1  521.9  508.0  711.0  590.4 
CTD-2349B8.1      28.0   15.3    7.6    1.6    0.0 
SYT17             43.9   41.3   36.0   23.4    6.1 
CLEC19A           32.2   29.1   21.3   11.6    1.9 
TMC5              87.8  101.9   91.5   66.6   21.0 
GDE1               8.4    3.8    1.6    0.2    0.0 
CCP110             9.4    1.3    0.2    0.0    0.0 
C16orf62          63.7   67.7   66.9   51.9   15.7 
KNOP1             17.8    9.2    4.1    0.6    0.0 
IQCK             261.2  369.2  403.0  479.2  335.0 
GPRC5B            31.6   35.1   31.5   18.9    5.0 
GPR139            44.8   83.3   95.0  136.5  158.5 
GP2              114.4  119.4  115.4   68.4   19.5 
UMOD              18.8   19.5   20.7   14.9    4.7 
PDILT             81.6   72.2   70.9   38.9    8.2 
ACSM5             87.1  128.9  158.5  188.7  174.8 
ACSM2A             4.3    1.8    0.8    0.1    0.0 
ACSM2B            30.8   25.5   17.3    5.9    0.4 
ACSM3              3.7    3.3    3.4    1.8    0.3 
ACSM1             33.4   24.9   19.0    7.7    0.8 
THUMPD1          224.1  360.6  480.8  722.4  936.1 
ERI2             159.3  122.8   94.1   36.2    4.1 
AC004381.6         4.1    2.1    1.2    0.2    0.0 
DCUN1D3            8.3    8.8    7.1    5.0    1.3 
LYRM1             26.0   19.3   13.9    6.0    0.6 
DNAH3             29.0   40.9   54.3   51.5   41.2 
TMEM159           31.6   24.4   15.5    5.1    0.4 
ZP2               13.5    6.6    2.5    0.4    0.0 
ANKS4B             8.8    0.1    0.0    0.0    0.0 
CRYM             145.6  248.7  310.9  422.4  590.6 
NPIPB3            73.9  102.3  129.3  148.7  118.1 
METTL9            81.7   84.6   66.2   30.8    5.3 
IGSF6             20.8   14.7    9.8    3.2    0.2 
OTOA              39.1   42.8   35.4   22.6    7.2 
NPIPB4             3.7    5.7    7.0   11.2   14.9 
UQCRC2           105.8   45.9   18.8    2.5    0.0 
PDZD9             66.4   53.3   42.3   20.5    2.7 
C16orf52          20.0    8.3    3.1    0.3    0.0 
VWA3A             14.6   17.3   15.8   10.6    3.5 
SDR42E2           44.6   37.7   28.9   13.9    2.2 
EEF2K              1.3    0.5    0.2    0.0    0.0 
POLR3E            43.7   33.3   23.1    9.9    0.9 
CDR2              49.0   66.6   65.0   69.1   36.2 
NPIPB5            16.5   14.1    9.6    4.3    0.4 
HS3ST2             8.2    4.2    2.0    0.4    0.0 
USP31             21.6   14.5    7.3    2.1    0.1 
SCNN1G            47.4   57.6   58.6   49.7   27.4 
SCNN1B           148.0  159.6  144.1  109.1   29.7 
COG7              24.0   22.1   21.4   11.1    2.6 
GGA2               2.4    0.4    0.1    0.0    0.0 
EARS2             41.5   22.1   10.4    1.7    0.0 
UBFD1             55.8   36.7   20.9    6.1    0.3 
NDUFAB1           58.6   52.2   45.1   21.9    5.1 
PALB2             15.9   13.6    9.1    3.4    0.3 
DCTN5             12.7    2.4    0.4    0.0    0.0 
PLK1              92.2  104.0   88.0   58.4   13.6 
ERN2              54.0   21.4    8.1    0.9    0.0 
CHP2              69.6   56.7   34.0   10.7    0.8 
PRKCB             57.4   55.7   40.7   18.8    3.0 
CACNG3            37.0   27.6   18.4    5.7    0.4 
RBBP6             26.4   26.0   19.0    9.5    1.3 
TNRC6A           177.8  307.8  376.4  620.9  930.1 
SLC5A11           22.1   24.8   23.7   18.3    6.5 
ARHGAP17          17.6    8.0    3.5    0.5    0.0 
LCMT1            165.2  272.1  398.1  526.2  744.4 
AQP8              19.5   13.4    7.4    2.0    0.1 
ZKSCAN2            6.3    7.7    7.6    6.3    2.8 
HS3ST4           158.8  137.5  108.7   49.3    8.2 
C16orf82           6.1    4.4    2.9    0.8    0.0 
KDM8               7.0    3.4    1.5    0.3    0.0 
NSMCE1            27.2   28.9   26.8   18.9    5.2 
IL4R              89.1   73.5   55.4   26.0    3.0 
IL21R            128.1  123.6  109.5   67.3   15.8 
GTF3C1            11.3    3.9    1.2    0.1    0.0 
KIAA0556          37.5   25.7   15.6    4.6    0.3 
GSG1L              7.6    5.4    2.9    0.8    0.0 
XPO6              12.0    8.3    5.4    1.6    0.1 
SBK1              63.5   54.9   47.7   33.5    6.8 
NPIPB6           194.1  241.3  235.4  203.8   94.4 
EIF3CL            44.7   32.9   25.4   10.2    1.2 
RP11-435I10.4     41.1   40.6   36.0   19.1    3.8 
NPIPB7            14.0   10.5    8.0    3.3    0.3 
CLN3              21.9   28.0   25.7   27.0   14.7 
APOBR             24.0   17.1   12.3    5.1    0.4 
IL27              35.5   25.6   17.7    5.9    0.5 
NUPR1             96.8  176.7  277.7  426.4  980.3 
SGF29              6.0    1.8    0.5    0.0    0.0 
SULT1A2           24.2   18.4   11.4    3.7    0.3 
SULT1A1          116.5   38.3   13.4    1.1    0.0 
NPIPB8            60.0   16.8    4.7    0.3    0.0 
EIF3C             94.6  111.6  114.8  106.0   42.2 
NPIPB9            12.3    8.6    5.6    1.7    0.1 
ATXN2L            19.4   13.6   10.3    3.0    0.2 
TUFM             165.6   96.7   47.8   12.7    0.4 
SH2B1             27.4   27.1   18.2    8.5    1.0 
ATP2A1            41.5   19.1    6.3    0.7    0.0 
RABEP2             8.1    7.3    6.6    4.6    1.1 
CD19              95.4   34.8   12.5    1.1    0.0 
NFATC2IP          28.7   15.7    9.5    2.6    0.1 
SPNS1             23.3   13.1    7.2    1.5    0.0 
LAT               26.4   12.1    4.9    0.7    0.0 
NPIPB11           11.9    2.9    0.6    0.0    0.0 
BOLA2             64.2   77.9   75.2   88.3   51.5 
RP11-345J4.5      21.2   26.5   25.9   20.4    9.5 
SLX1B             23.0   22.0   17.5    9.3    1.7 
SULT1A4           12.7    7.2    3.2    0.7    0.0 
RP11-345J4.3      50.8   52.6   50.0   31.3    9.7 
RP11-231C14.4     34.3   31.3   22.3    7.6    0.7 
SPN                5.3    5.2    4.9    3.0    0.7 
AC009133.22        9.2    9.3    7.5    4.7    1.0 
QPRT               4.9    3.8    2.6    1.1    0.1 
C16orf54          34.9   19.7   10.2    2.5    0.1 
ZG16               7.2    4.6    2.5    0.6    0.0 
KIF22             11.2    8.8    5.7    2.4    0.2 
MAZ               14.9   12.1    9.7    4.4    0.7 
PRRT2             13.7   19.8   25.5   36.4   36.7 
AC009133.23       56.5   66.6   76.7   68.7   28.2 
PAGR1              7.7    2.0    0.5    0.0    0.0 
CTD-2574D22.6     27.3   16.4    9.4    2.5    0.1 
MVP               11.2    4.4    1.8    0.2    0.0 
CDIPT             12.2   13.9   16.2   14.3    6.6 
SEZ6L2            53.3   43.3   38.1   18.9    2.7 
ASPHD1            49.9   11.8    2.9    0.1    0.0 
KCTD13            26.3   17.9   10.0    2.9    0.1 
TMEM219           13.3    7.6    3.5    0.8    0.0 
TAOK2             16.2   18.1   16.1   13.4    5.1 
HIRIP3            25.9   28.5   32.9   30.0   15.0 
INO80E             9.4    2.7    0.8    0.1    0.0 
DOC2A             11.2    8.2    6.3    2.3    0.2 
C16orf92         137.4  107.4   78.8   31.3    3.6 
FAM57B           302.4  320.4  315.2  278.9  122.5 
ALDOA             12.8   15.7   18.6   17.1    8.9 
PPP4C             33.3   30.9   26.5   13.5    2.5 
TBX6              26.0   30.4   27.1   17.1    4.6 
YPEL3            169.6  112.6   71.4   21.0    1.1 
GDPD3             44.4   65.1   92.7  131.4  195.3 
MAPK3             85.2   85.7   72.5   53.4   12.5 
CORO1A            83.0   58.6   42.1   16.0    1.2 
BOLA2B            42.1   47.8   41.1   29.5    8.3 
SLX1A             75.2   15.3    4.0    0.1    0.0 
SULT1A3           18.4    6.7    2.4    0.2    0.0 
RP11-347C12.3     38.0   42.0   41.4   30.6   11.7 
RP11-347C12.1      1.3    0.4    0.1    0.0    0.0 
CD2BP2             7.3    8.4    7.6    4.7    1.3 
TBC1D10B          61.8   79.5  101.4  122.5  118.5 
MYLPF            133.8  154.6  162.0  156.6   71.9 
ZNF48             95.8   92.4   83.5   45.3   11.1 
1-Sep             19.8   13.3    7.8    2.3    0.1 
ZNF771            44.2   44.0   35.5   25.5    6.4 
DCTPP1            19.1    9.8    5.1    1.0    0.0 
SEPHS2             8.5    5.5    3.0    0.9    0.0 
ITGAL              4.6    2.2    0.9    0.1    0.0 
ZNF768            10.3    5.8    2.5    0.5    0.0 
AC002310.11       39.6   29.2   20.0    6.2    0.4 
ZNF747            10.2   11.6   13.1   12.0    5.2 
AC002310.13       11.8    9.6    7.0    2.9    0.3 
ZNF764            63.0   36.1   17.3    2.7    0.1 
ZNF688             8.4    5.6    3.5    0.9    0.0 
ZNF785             8.1    5.2    2.4    0.5    0.0 
ZNF689            65.9   62.0   48.3   25.9    3.8 
PRR14              3.4    1.5    0.6    0.1    0.0 
FBRS              13.2    4.9    1.7    0.2    0.0 
SRCAP             18.3    8.1    3.3    0.5    0.0 
RP11-2C24.9      248.3  366.9  457.3  578.5  455.9 
TMEM265            5.6    2.4    0.8    0.1    0.0 
PHKG2             23.2   14.8    8.5    2.4    0.1 
CCDC189           12.3    5.0    1.6    0.2    0.0 
RNF40             33.0   42.3   49.4   44.8   29.6 
ZNF629             8.6    9.1    8.0    5.4    2.0 
BCL7C             94.3   89.7   69.6   30.8    4.4 
CTF1              62.7   37.1   23.1    5.8    0.3 
FBXL19            11.9    4.3    1.7    0.2    0.0 
ORAI3             31.3   24.1   19.3    7.5    0.8 
SETD1A             3.5    1.1    0.5    0.0    0.0 
HSD3B7           111.4   83.2   48.1   13.5    0.6 
STX1B             33.5   14.5    4.9    0.6    0.0 
STX4              21.7    8.3    3.2    0.3    0.0 
ZNF668            16.4   23.1   24.7   30.3   19.3 
ZNF646           167.7  133.7   99.6   54.3    6.4 
PRSS53            89.5   54.1   24.8    4.6    0.1 
RP11-196G11.1     19.1    9.8    4.3    0.7    0.0 
VKORC1            52.2   20.8    8.2    0.8    0.0 
BCKDK             23.4   23.7   20.3   10.6    2.4 
KAT8              24.9   10.5    4.3    0.5    0.0 
PRSS8             10.6    6.1    3.1    0.7    0.0 
PRSS36            34.4   44.3   43.9   39.6   18.2 
FUS              312.4  185.3   88.0   16.2    0.3 
PYCARD            47.2   46.0   43.4   30.0    7.6 
TRIM72            15.4   14.1   15.2   10.0    3.3 
PYDC1             40.2   52.6   60.0   53.9   27.3 
ITGAM             18.0   15.8   14.2    7.6    1.3 
ITGAX             15.2    9.1    4.6    1.2    0.0 
ITGAD            134.7   98.9   58.8   14.0    0.7 
COX6A2            78.4  100.9  133.5  131.0   98.2 
ZNF843             3.9    1.0    0.2    0.0    0.0 
ARMC5             79.2  100.0  135.3  186.1  159.1 
TGFB1I1            4.3    1.8    0.6    0.1    0.0 
SLC5A2            36.1   29.9   26.5   13.6    2.3 
C16orf58           6.7    6.3    5.6    2.6    0.4 
AHSP             385.5  301.5  209.1   84.7    7.6 
ZNF720            31.7   17.6    8.8    1.5    0.0 
ZNF267            23.6   20.1   14.0    5.0    0.5 
TP53TG3D          33.5   34.3   32.6   26.6    9.7 
TP53TG3          221.8  232.6  232.1  174.7   56.7 
TP53TG3C         284.0  190.3  115.7   32.1    1.6 
TP53TG3E         378.4  193.9   82.9   17.0    0.3 
TP53TG3B          84.5   94.0  116.5  102.2   50.5 
TP53TG3F          48.4   43.9   36.0   25.4    5.5 
RP11-812E19.9    247.3  429.4  662.3 1039.1 1713.5 
SHCBP1            19.3   15.6   10.4    3.4    0.3 
VPS35              4.8    1.2    0.3    0.0    0.0 
ORC6               6.1    1.4    0.3    0.0    0.0 
MYLK3             37.3   29.8   20.5    8.6    1.2 
C16orf87         114.2  127.6  117.4   80.1   22.6 
GPT2              26.9   13.2    5.3    0.9    0.0 
DNAJA2            52.1   61.2   59.8   55.0   26.1 
NETO2             49.1   43.5   29.8   13.7    1.7 
